Chromosome	Position(bp)	Rate(cM/Mb)	Map(cM)
chr5	10042	105.253833419	0
chr5	11881	23.168274072	0.193561799657
chr5	11955	7.44358535396	0.195276251938
chr5	13191	2.33909958232	0.204476523436
chr5	13205	2.10316929679	0.20450927083
chr5	13222	1.63090635835	0.204545024708
chr5	17421	1.63090635835	0.211393200507
chr5	17581	2.58026112326	0.211654145524
chr5	17789	2.65618679203	0.212190839838
chr5	17790	3.01117967682	0.212193496024
chr5	17959	3.01117967682	0.21270238539
chr5	21505	2.18084894538	0.223380028524
chr5	21507	0.765765999072	0.223384390222
chr5	21528	0.652589841974	0.223400471308
chr5	22725	0.626536689547	0.224181621349
chr5	23239	0.347944926315	0.224503661207
chr5	27237	0.315376072048	0.225894745022
chr5	27334	0.308844953251	0.225925336501
chr5	27410	0.126825580062	0.225948808718
chr5	28573	0.0689176655569	0.226096306867
chr5	28791	0.0688613038568	0.226111330919
chr5	28803	0.0589038265657	0.226112157254
chr5	28950	0.058880553337	0.226120816117
chr5	28990	0.0549628410037	0.226123171339
chr5	29020	0.0443120850051	0.226124820224
chr5	31108	0.0405720221062	0.226217343858
chr5	33403	0.039229095988	0.226310456648
chr5	33749	0.0382284037254	0.226324029915
chr5	33818	0.0381345039291	0.226326667675
chr5	72352	0.0381345039291	0.22779614265
chr5	72493	0.199384430444	0.227801519615
chr5	72494	0.199384430444	0.227801718999
chr5	72531	2.90196799093	0.227809096223
chr5	72792	2.90196799093	0.228566509869
chr5	79956	2.34702836208	0.249356208556
chr5	83311	2.34702836208	0.257230488711
chr5	85178	2.63395425623	0.261612390663
chr5	85323	2.63395425623	0.26199431403
chr5	92306	0.794565634953	0.280387216601
chr5	92310	0.313541667228	0.280390394864
chr5	100231	0.313541667228	0.28287395841
chr5	100353	0.576493376313	0.282912210493
chr5	100397	0.576493376313	0.282937576202
chr5	100424	0.576493376313	0.282953141523
chr5	100863	0.763893720254	0.283206222115
chr5	100978	0.763893720254	0.283294069893
chr5	102932	0.273493954457	0.284786718222
chr5	102978	0.212481230116	0.284799298944
chr5	103644	0.155122366199	0.284940811443
chr5	103788	0.101323809335	0.284963149064
chr5	128373	0.101323809335	0.287454194917
chr5	128600	0.101342935351	0.287477195421
chr5	128670	0.101342935351	0.287484289427
chr5	140672	0.10064360419	0.288700607337
chr5	148355	0.100246524129	0.289473852148
chr5	148357	0.0947711003815	0.289474052641
chr5	153571	0.0947711003815	0.289968189158
chr5	153621	0.100809364967	0.289972927713
chr5	153741	0.100809364967	0.289985024837
chr5	156171	0.100809364967	0.290229991594
chr5	156621	0.125519797321	0.290275355808
chr5	156745	0.125519797321	0.290290920263
chr5	159489	0.125519797321	0.290635346587
chr5	159570	0.207478309194	0.29064551369
chr5	159755	0.207478309194	0.290683897178
chr5	160562	0.207478309194	0.290851332173
chr5	160869	0.236080887166	0.290915028014
chr5	160908	0.236080887166	0.290924235169
chr5	160965	0.236080887166	0.290937691779
chr5	161052	0.296299989845	0.290958230816
chr5	161075	0.296299989845	0.290965045716
chr5	161185	4.90192829924	0.290997638715
chr5	161427	4.90192829923	0.292183905364
chr5	163780	4.24381139453	0.303718142652
chr5	163949	3.49326466114	0.304435346777
chr5	163950	3.29081971737	0.304438840042
chr5	164527	3.28990231258	0.306337643019
chr5	164629	1.77292444042	0.306673213055
chr5	164860	1.36733372047	0.307082758601
chr5	164880	1.24746541076	0.307110105275
chr5	164890	0.710927448277	0.307122579929
chr5	165185	0.627112502057	0.307332303526
chr5	171633	0.627112502057	0.31137592494
chr5	171813	1.09135528362	0.31148880519
chr5	172037	1.09135528362	0.311733268773
chr5	173990	1.09135528362	0.313864685642
chr5	174124	1.2003056847	0.31401092725
chr5	174125	1.40894490155	0.314012127556
chr5	174151	1.40894490155	0.314048760123
chr5	177194	0.694939506342	0.318336179459
chr5	184220	0.694939506342	0.32321882443
chr5	184277	0.700202372748	0.323258435982
chr5	184328	0.700202372748	0.323294146303
chr5	185253	0.700202372748	0.323941833498
chr5	185357	0.703599640208	0.324014654545
chr5	185365	0.703599640207	0.324020283342
chr5	185382	1.12623885586	0.324032244536
chr5	185403	1.36397016164	0.324055895552
chr5	185653	1.36397016164	0.324396888092
chr5	186694	1.36397016163	0.325816781031
chr5	187102	1.99808741438	0.326373280856
chr5	187126	1.99808741438	0.326421234954
chr5	187207	1.99808741438	0.326583080035
chr5	187381	1.99938780108	0.326930747245
chr5	187601	2.46153594482	0.327370612561
chr5	187772	2.46153594482	0.327791535208
chr5	189683	0.978638043767	0.332495530398
chr5	194764	0.978638043767	0.337467990299
chr5	195079	1.4102338692	0.337776261283
chr5	195182	1.4102338692	0.337921515371
chr5	195566	1.4102338692	0.338463045177
chr5	195619	1.60178878986	0.338537787572
chr5	195627	1.93309822492	0.338550601882
chr5	195628	1.93309822492	0.338552534981
chr5	195675	6.30779229921	0.338643390597
chr5	195918	6.30779229921	0.340176184126
chr5	196071	6.3077922992	0.341141276348
chr5	196083	9.92303504785	0.341216969855
chr5	196142	11.6761454272	0.341802428923
chr5	196185	12.2184147877	0.342304503176
chr5	196217	12.2184147877	0.34269549245
chr5	196884	12.2184147877	0.350845175113
chr5	196909	14.5542406773	0.351150635483
chr5	196925	14.5542406773	0.351383503334
chr5	196934	14.5542406773	0.3515144915
chr5	196989	62.5142659851	0.352314974737
chr5	197002	62.5142659851	0.353127660195
chr5	197167	44.0221381213	0.363442514082
chr5	197170	43.9854952901	0.363574580497
chr5	197187	9.02033644386	0.364322333917
chr5	197806	4.27879132639	0.369905922175
chr5	197923	2.07918949983	0.37040654076
chr5	197932	1.93771775237	0.370425253466
chr5	198803	0.581750556956	0.372113005628
chr5	202998	0.576993946333	0.374553449215
chr5	203966	0.18404902838	0.375111979355
chr5	203997	0.182840159047	0.375117684875
chr5	208230	0.182840159047	0.375891647268
chr5	208567	0.229615180016	0.375953264401
chr5	208771	0.229615180016	0.376000105898
chr5	208986	0.229615180016	0.376049473162
chr5	209665	0.249053587191	0.376205381869
chr5	209684	0.268471938717	0.376210113887
