Chromosome	Position(bp)	Rate(cM/Mb)	Map(cM)
chr3	18518	0.418240848842	0
chr3	31472	0.418240848842	0.00541789195589
chr3	31540	0.445062573418	0.00544633233362
chr3	31780	0.445062573418	0.00555314735124
chr3	32899	0.445062573418	0.00605117237089
chr3	33060	0.457945202832	0.00612282744521
chr3	33073	0.457945202832	0.00612878073285
chr3	38188	0.457945202831	0.00847117044533
chr3	38292	0.45874436166	0.00851879674643
chr3	38307	0.45874436166	0.00852567791185
chr3	38315	0.45874436166	0.00852934786674
chr3	38436	0.468097017074	0.0085848559345
chr3	38442	0.468097017074	0.00858766451661
chr3	38475	0.574809566586	0.00860311171817
chr3	39122	2.13800527223	0.00897501350775
chr3	39186	3.91208989113	0.00911184584517
chr3	39282	4.0086718022	0.00948740647472
chr3	39323	4.0086718022	0.00965176201861
chr3	39343	5.02658177936	0.00973193545466
chr3	39490	14.5172079749	0.0104708429762
chr3	39514	14.5172079749	0.0108192559676
chr3	39701	4.55104945383	0.0135339738589
chr3	39702	2.08464752254	0.0135385249084
chr3	40723	0.8981849023	0.0156669500289
chr3	40783	0.589639965302	0.015720841123
chr3	49857	0.589639965302	0.0210712341682
chr3	50020	0.625668426717	0.0211673454825
chr3	50043	0.633330664985	0.0211817358563
chr3	50086	0.766841896201	0.0212089690749
chr3	50318	0.849451782514	0.0213868763949
chr3	50408	0.856208317079	0.0214633270553
chr3	50464	0.980215701021	0.021511274721
chr3	50861	0.980215701021	0.0219004203543
chr3	58650	0.360824090358	0.0295353204496
chr3	65749	0.360824090358	0.0320968106671
chr3	65942	1.40787385084	0.0321664497165
chr3	66092	1.40787385084	0.0323776307941
chr3	68573	0.732233196927	0.0358705658181
chr3	69036	0.67508644435	0.0362095897882
chr3	69051	0.518378701252	0.0362197160849
chr3	86120	0.829209822167	0.0450679221366
chr3	92563	0.829209822167	0.0504105210208
chr3	92630	0.722767389106	0.0504660780789
chr3	92729	0.722767389106	0.0505376320504
chr3	92806	0.722767389106	0.0505932851394
chr3	93001	0.721539895419	0.0507342247802
chr3	93008	0.72153989542	0.0507392755595
chr3	93009	0.629650063663	0.0507399970994
chr3	93058	0.629650063663	0.0507708499525
chr3	93068	0.607165192372	0.0507771464532
chr3	93307	0.607165192372	0.0509222589341
chr3	98734	0.690393221713	0.0542173444331
chr3	99244	0.766829485687	0.0545694449762
chr3	103399	0.774137705797	0.0577556214892
chr3	107324	0.774137705797	0.0607941119845
chr3	107495	1.21739767637	0.0609264895322
chr3	107513	1.21739767637	0.0609484026904
chr3	112199	1.51027410874	0.0666531282019
chr3	112451	1.5199507582	0.0670337172773
chr3	112462	1.53304881395	0.0670504367356
chr3	114842	1.53304881395	0.0706990929128
chr3	114886	1.11783687016	0.0707665470606
chr3	115015	1.11783687016	0.0709107480169
chr3	115060	1.11783687016	0.070961050676
chr3	115143	1.11675107168	0.0710538311362
chr3	115158	1.11675107168	0.0710705824023
chr3	118923	2.15382118047	0.0752751501872
chr3	121424	2.15382118047	0.0806618569596
chr3	121519	1.45114462563	0.0808664699717
chr3	121597	1.45114462563	0.0809796592525
chr3	122075	1.45114462563	0.0816733063836
chr3	122120	1.39525151657	0.0817386078917
chr3	122168	0.720793996449	0.0818055799645
chr3	122229	0.720793996449	0.0818495483983
chr3	134046	0.784252556427	0.0903671710543
chr3	134083	1.02968957163	0.0903961883989
chr3	134104	1.55408844957	0.0904178118799
chr3	135217	2.06100551406	0.0921475123243
chr3	138898	2.06100551407	0.0997340736216
chr3	139015	1.52238481783	0.0999752112667
chr3	139053	1.33355816775	0.10003306189
chr3	139141	1.23052564129	0.100150415009
chr3	139264	1.23052564129	0.100301769662
chr3	142352	1.23052564129	0.104101632843
chr3	142497	1.02307335813	0.104280059061
chr3	142562	0.783845124778	0.104346558829
chr3	142681	0.783845124778	0.104439836399
chr3	146933	0.799755248618	0.107772745869
chr3	146952	0.99906935419	0.107787941219
chr3	149561	2.52745969389	0.110394513164
chr3	149576	3.83509655931	0.11043242506
chr3	152930	3.83509655931	0.12329533892
chr3	152956	1.9474696387	0.12339505143
chr3	153173	1.9474696387	0.123817652342
chr3	161595	6.1446341915	0.140219241639
chr3	164235	6.14463419151	0.156441075904
chr3	164379	2.19536413833	0.157325903228
chr3	164433	2.19536413833	0.157444452891
chr3	165091	2.19536413833	0.158889002494
chr3	165230	1.25334373988	0.15919415811
chr3	165378	1.25334373988	0.159379652983
chr3	165954	1.25334373988	0.160101578977
chr3	165967	0.959263603083	0.160117872446
