Chromosome	Position(bp)	Rate(cM/Mb)	Map(cM)
chr2	10180	51.6697018625	0
chr2	10594	51.6697018625	0.0213912565711
chr2	10595	22.6107677943	0.0214429262729
chr2	10631	22.6107677943	0.0222569139135
chr2	10648	2.22205259297	0.022641296966
chr2	10654	1.87158598497	0.0226546292816
chr2	10661	1.32397707143	0.0226677303835
chr2	10677	1.32397707143	0.0226889140166
chr2	11442	1.32397707143	0.0237017564763
chr2	11485	1.0634922467	0.0237586874903
chr2	11555	1.0634922467	0.0238331319476
chr2	11984	1.0634922467	0.0242893701214
chr2	12090	0.864442010702	0.0244021002996
chr2	12153	0.864442010702	0.0244565601463
chr2	12343	0.864442010702	0.0246208041283
chr2	12370	0.777442662651	0.0246441440626
chr2	12443	0.777442662651	0.024700897377
chr2	15490	1.02795715682	0.0270697651701
chr2	18673	0.542886828458	0.0303417528002
chr2	27331	0.542886828458	0.035042066961
chr2	27498	0.577010123469	0.0351327290614
chr2	27501	0.738826436337	0.0351344600917
chr2	27571	0.750783165177	0.0351861779423
chr2	27640	0.750783165177	0.0352379819807
chr2	31220	0.750783165177	0.037925785712
chr2	31260	0.750100526848	0.0379558170386
chr2	31292	0.750100526848	0.0379798202555
chr2	31317	0.750100526848	0.0379985727686
chr2	31323	0.747623735303	0.0380030733718
chr2	31365	0.747623735303	0.0380344735687
chr2	31759	0.747623735303	0.0383290373204
chr2	31790	0.552311675838	0.0383522136562
chr2	32004	0.38014865322	0.0384704083548
chr2	32006	0.272882490654	0.0384711686521
chr2	32190	0.272882490654	0.0385213790304
chr2	63494	0.272882490654	0.0470636925179
chr2	64180	0.316857733173	0.0472508899064
chr2	64200	0.581361359277	0.0472572270611
chr2	64240	0.581361359277	0.0472804815155
chr2	72387	0.581361359276	0.0520168325095
chr2	72474	1.10753642013	0.0520674109478
chr2	72729	1.10753642013	0.0523498327349
chr2	72912	1.10753642013	0.0525525118998
chr2	73296	1.14314242207	0.0529778058851
chr2	73325	1.46851207375	0.0530109570153
chr2	73818	1.46851207375	0.0537349334677
chr2	75508	1.46851207375	0.0562167188724
chr2	75556	5.08826447689	0.0562872074519
chr2	75723	5.08826447689	0.0571369476195
chr2	75740	5.08826447689	0.0572234481156
chr2	76378	8.12410753061	0.0604697608519
chr2	76416	8.12410753061	0.0607784769381
chr2	77088	1.47666214035	0.0662378771986
chr2	77147	0.763078013046	0.0663250002649
chr2	78096	0.628125263601	0.0670491612993
chr2	81985	0.589962900632	0.0694919404494
chr2	82105	0.396464592319	0.0695627359975
chr2	85359	0.167950392085	0.0708528317809
chr2	92990	0.167950392085	0.0721344612229
chr2	93046	0.184326382219	0.0721438664449
chr2	93047	0.243312328345	0.0721440507713
chr2	93242	0.243312328345	0.0721914966753
chr2	98871	0.243312328345	0.0735611017715
chr2	99045	0.434642320344	0.0736034381167
chr2	99063	0.451035241378	0.0736112616784
chr2	99261	0.561570378272	0.0737005666562
chr2	99288	0.564054794558	0.0737157290564
chr2	99346	1.22515014441	0.0737484442345
chr2	99432	1.22515014441	0.0738538071469
chr2	99659	1.22537588771	0.0741319162297
chr2	99683	1.22537588771	0.074161325251
chr2	104426	0.583587824075	0.0799732830865
chr2	104429	0.249669684831	0.0799750338499
chr2	104520	0.187899566356	0.0799977537912
chr2	106691	0.0894678522442	0.0804056837498
chr2	118284	0.0894678522442	0.0814428845609
chr2	118374	0.216325580425	0.0814509366676
chr2	118382	0.337825325468	0.0814526672722
chr2	118384	0.592839062429	0.0814533429229
chr2	118454	0.592839062428	0.0814948416572
chr2	125638	0.592839062428	0.0857537974817
chr2	125984	0.642240744394	0.0859589197973
chr2	126031	0.916838246776	0.0859891051123
chr2	126048	0.916838246774	0.0860046913625
chr2	126091	1.59528611115	0.0860441154071
chr2	126114	1.59528611115	0.0860808069877
chr2	126394	1.59528611115	0.0865274870988
chr2	126466	1.78853091017	0.0866423476988
chr2	126492	2.06549483583	0.0866888495025
chr2	126493	2.0929192113	0.0866909149973
chr2	126504	2.33150326056	0.0867139371086
chr2	126553	2.33150326056	0.0868281807684
chr2	127948	1.81110209009	0.0900806278169
chr2	128037	0.185889414561	0.0902418159029
chr2	128344	0.132785710925	0.0902988839532
chr2	139742	0.107620030123	0.0918123754863
chr2	151335	0.107620030123	0.0930600144955
chr2	151359	0.108024999166	0.0930625973762
chr2	151390	0.108024999166	0.0930659461512
chr2	151463	0.108024999166	0.0930738319761
chr2	151619	0.111591073027	0.093090683876
chr2	151655	0.122140281252	0.0930947011546
chr2	151665	0.130133817918	0.0930959225574
chr2	151895	0.130133817918	0.0931258533356
chr2	153524	0.130133817918	0.0933378413249
chr2	153921	0.136129700582	0.0933895044507
chr2	153924	0.139335381095	0.0933899128398
chr2	153939	0.139335381095	0.0933920028705
chr2	153942	0.139335381095	0.0933924208766
chr2	153947	0.16754816749	0.0933931175535
chr2	154134	0.16754816749	0.0934244490609
chr2	164240	0.16754816749	0.0951176908415
chr2	164357	0.167548581361	0.0951372939771
chr2	164487	0.167548581361	0.0951590752927
chr2	164549	0.380084479504	0.0951694633047
chr2	164584	0.380084479504	0.0951827662615
chr2	170575	0.380084479504	0.0974598523782
chr2	170615	0.473388572786	0.0974750557574
chr2	170650	0.473388572786	0.0974916243574
chr2	172983	0.473388572786	0.0985960398978
chr2	173149	0.482170994996	0.0986746224008
chr2	173314	0.597185078623	0.098754180615
chr2	173611	0.770048332595	0.0989315445834
chr2	173633	1.32619580444	0.0989484856467
chr2	173734	1.32619580444	0.0990824314229
chr2	176773	1.32619580443	0.103112740473
chr2	177875	1.52228806439	0.104574208249
chr2	177878	1.52228806439	0.104578775113
chr2	177918	2.73009270194	0.104639666636
chr2	177936	2.73009270194	0.104688808304
