Chromosome	Position(bp)	Rate(cM/Mb)	Map(cM)
chr4	10252	6.54577584242	0
chr4	16238	6.54577584242	0.0391830141927
chr4	16522	2.40769661886	0.041042014532
chr4	16861	0.503963650108	0.0418582236858
chr4	17265	0.503963650108	0.0420618250004
chr4	28005	0.503963650108	0.0474743946026
chr4	29346	0.249387960775	0.0481502098574
chr4	29947	0.249387960775	0.0483000920218
chr4	30341	0.132614763087	0.0483983508783
chr4	35530	0.132614763087	0.049086488884
chr4	50981	0.233334478997	0.0511355195884
chr4	52317	0.234411144827	0.0514472544524
chr4	52831	0.234579398492	0.0515677417808
chr4	53016	0.613950877787	0.0516111389695
chr4	70337	0.613950877787	0.0622453821237
chr4	70499	0.232637737914	0.0623448421659
chr4	70632	0.232637737914	0.062375782985
chr4	95618	0.236991723613	0.0681884695045
chr4	107041	0.236991723613	0.0708956259634
chr4	107307	0.247512310272	0.0709586657619
chr4	107406	0.253597331096	0.0709831694806
chr4	108199	0.293384929994	0.0711842721641
chr4	108248	0.30110665806	0.0711986480257
chr4	108380	0.32467310108	0.0712383941046
chr4	108563	2.30055377908	0.0712978092821
chr4	108633	2.30055377908	0.0714588480466
chr4	111936	1.21922904352	0.0790575771789
chr4	112002	0.810664589845	0.0791380462958
chr4	112281	0.788961255434	0.0793642217163
chr4	112397	0.543917676109	0.079455741222
chr4	112435	0.542046536088	0.0794764100937
chr4	112522	0.240473445059	0.0795235681423
chr4	115370	0.148424366554	0.0802084365138
chr4	115427	0.143947596089	0.0802168967027
chr4	115921	0.129975037504	0.0802880068152
chr4	146676	0.129975037504	0.0842853890936
chr4	146727	0.141841022523	0.0842920178205
chr4	146918	0.141841022523	0.0843191094558
chr4	149901	0.141841022523	0.084742221226
chr4	149952	0.143315849646	0.0847494551182
chr4	149992	0.143315849646	0.0847551877522
chr4	159212	0.113748154826	0.0860765598859
chr4	167105	0.134769839666	0.0869743740719
chr4	169940	0.137616515877	0.0873564465674
chr4	169943	0.163493481019	0.0873568594169
chr4	169956	0.17788422181	0.0873589848322
chr4	169984	0.212155602706	0.0873639655904
chr4	170134	0.213560321491	0.0873957889308
chr4	170206	0.213659413705	0.087411165274
chr4	170230	0.321752782145	0.0874162930999
chr4	172825	0.383791586989	0.0882512415696
chr4	183624	0.383791586989	0.0923958069175
chr4	183692	0.168842890609	0.0924219047454
chr4	184019	0.168842890609	0.0924771163706
chr4	202116	0.183981007506	0.095532666162
chr4	204615	0.187998440615	0.0959924346997
chr4	204631	0.199401352192	0.0959954426748
chr4	205163	0.867991385428	0.0961015241941
chr4	206369	0.867991385428	0.097148321805
chr4	206398	0.486258741583	0.0971734935551
chr4	206414	0.486258741584	0.097181273695
chr4	213062	1.74162585002	0.100413921809
chr4	213135	3.5450971622	0.100541060496
chr4	213397	3.5450971622	0.101469875953
chr4	213418	0.667716806876	0.101544322993
chr4	213444	0.667716806876	0.10156168363
chr4	213640	0.667716806876	0.101692556124
chr4	213947	0.251807487967	0.101897545184
chr4	214280	0.251807487967	0.101981397077
chr4	217758	0.251807487967	0.10285718352
chr4	217805	0.134932246432	0.102869018472
chr4	217889	0.123025303321	0.102880352781
chr4	217959	0.123025303321	0.102888964552
chr4	252866	0.123026389322	0.107183408815
chr4	252915	0.138338845367	0.107189437108
chr4	253537	0.139364152838	0.10727548387
chr4	253581	0.141032156787	0.107281615893
chr4	253787	0.147094811075	0.107310668517
chr4	253796	0.147974430904	0.107311992371
chr4	253813	0.153628354048	0.107314507936
chr4	255054	0.153695424284	0.107505160723
chr4	255103	0.160336146476	0.107512691799
chr4	262115	0.171966755609	0.108636968858
chr4	264837	0.207974239051	0.109105062367
chr4	273285	0.200841178534	0.110862028738
chr4	273286	0.109002664367	0.11086222958
chr4	286636	0.211124269244	0.112317415149
chr4	288216	0.216945774398	0.112650991494
chr4	289862	0.275612087209	0.113008084239
chr4	297124	0.296649171418	0.115009579216
chr4	298696	0.806243140502	0.115475911714
chr4	298741	0.815449241425	0.115512192655
chr4	298878	1.91033691617	0.115623909201
chr4	300227	1.65353266964	0.118200953701
chr4	300228	0.783323702036	0.118202607234
chr4	300236	0.528230216946	0.118208873823
chr4	323516	12.5709314932	0.130506073274
chr4	323901	41.0203733811	0.135345881899
chr4	325215	41.0203733811	0.189246652521
chr4	325288	13.6953056807	0.192241139778
chr4	325291	7.2014263293	0.192282225695
chr4	325331	7.2014263293	0.192570282749
chr4	325586	7.2014263293	0.194406646462
chr4	325763	2.14634691028	0.195681298923
chr4	325767	0.719933222018	0.19568988431
chr4	325826	0.719933222018	0.195732360371
chr4	329200	0.764398813365	0.198161415062
chr4	330300	0.764398813365	0.199002253756
chr4	330547	0.295167428998	0.199191060263
chr4	330645	0.295167428998	0.199219986671
chr4	335896	0.295167428998	0.200769910841
chr4	336324	0.198601907921	0.200896242501
chr4	336442	0.198601907921	0.200919677526
chr4	337825	0.198601907921	0.201194343964
chr4	337868	0.121531993027	0.201202883846
chr4	337876	0.0874242512201	0.201203856102
chr4	337885	0.0874242512202	0.201204642921
chr4	348636	0.0874772865991	0.202144541045
chr4	348714	0.095519180076	0.202151364274
chr4	348754	0.104271873938	0.202155185041
chr4	348835	0.150118886425	0.202163631063
chr4	349204	0.150535684309	0.202219024932
chr4	349655	0.151147924857	0.202286916525
chr4	349737	0.178709143258	0.202299310655
chr4	349743	0.178733287518	0.20230038291
chr4	358662	0.178733287518	0.203894505102
chr4	358871	0.177911191314	0.203931860359
chr4	359099	0.177911191315	0.20397242411
chr4	359100	0.177844875297	0.203972602021
chr4	359165	0.155847472091	0.203984161938
chr4	359481	0.091786704106	0.20403340974
chr4	359765	0.091786704106	0.204059477163
chr4	362256	0.091786704106	0.204288117843
chr4	362291	0.0737650245903	0.204291330378
chr4	362342	0.0737650245904	0.204295092394
chr4	394226	0.139827006158	0.206647016438
chr4	394250	0.22406827905	0.206650372287
chr4	394684	0.256340333193	0.20674761792
chr4	394724	0.299079688217	0.206757871533
chr4	394725	0.310556269709	0.206758170613
chr4	397563	0.298727613427	0.207639529306
chr4	400307	0.254072024946	0.208459237877
chr4	416472	0.254072024946	0.212566312161
chr4	416533	0.248739356473	0.212581810554
chr4	417222	0.203078414544	0.212753191971
chr4	417533	0.203078414544	0.212816349358
chr4	422210	0.203078414544	0.213766147102
chr4	422242	0.202989705146	0.213772645612
chr4	422275	0.150842923164	0.213779344272
chr4	422560	0.150842923164	0.213822334505
chr4	425616	0.150842923164	0.214283310478
chr4	425775	0.137727610584	0.214307294503
chr4	425849	0.137727610584	0.214317486346
chr4	438023	0.126449713355	0.215994182277
chr4	473734	0.483405728632	0.220509827991
chr4	474750	0.489514871805	0.221000968211
chr4	474802	1.24181743743	0.221026422985
chr4	474984	1.8495495549	0.221252433758
chr4	475557	2.3953919777	0.222312225653
chr4	477076	2.3953919777	0.225950826067
chr4	477244	0.387290028026	0.22635325192
chr4	477427	0.204685249318	0.226424125995
chr4	477616	0.204685249318	0.226462811507
chr4	497733	0.244629285951	0.230580464667
chr4	497735	0.320712756849	0.230580953926
chr4	503348	0.321255589871	0.23238111463
chr4	503411	0.321258642075	0.232401353732
chr4	503450	0.350178972776	0.232413882819
chr4	503543	0.353681588124	0.232446449464
chr4	503802	0.360598948125	0.232538052995
chr4	504549	0.897450291962	0.232807420409
chr4	504669	2.59864505282	0.232915114445
chr4	511601	4.28693250825	0.250928921951
chr4	512287	6.77348424705	0.253869757651
chr4	512707	6.77348424705	0.256714621035
chr4	512724	6.09054883757	0.256829770267
chr4	512729	6.08464129524	0.256860223011
chr4	512768	6.07921478712	0.257097524022
chr4	512999	6.07921478712	0.258501822638
chr4	513211	6.07921478712	0.259790616173
chr4	513368	1.99094556793	0.260745052894
chr4	513375	0.601199720454	0.260758989513
chr4	513564	0.601199720454	0.26087261626
chr4	519205	0.601199720454	0.264263983883
chr4	519224	0.445643520193	0.264275406678
chr4	519333	0.445643520193	0.264323981822
chr4	522608	0.473938789541	0.265783464351
chr4	529829	0.847283426406	0.26920577635
chr4	531752	0.847283426406	0.270835102379
chr4	531782	0.159119685823	0.270860520882
chr4	531821	0.159119685823	0.270866726549
chr4	535641	0.181331107336	0.271474563749
chr4	538588	0.181331107336	0.272008946522
chr4	538818	0.0753098889012	0.272050652677
chr4	539022	0.0753098889012	0.272066015894
chr4	543422	0.137546066319	0.272397379406
chr4	543425	0.190429762709	0.272397792044
chr4	545120	0.190429762709	0.272720570492
chr4	545196	0.190419141071	0.272735043154
chr4	545238	0.156454676824	0.272743040758
chr4	545314	0.156454676824	0.272754931313
chr4	546179	0.161971951055	0.272890264608
chr4	548770	0.20442707422	0.273309933934
chr4	550096	3.6722724152	0.273581004234
chr4	551217	3.6722724152	0.277697621611
chr4	551234	3.11952811747	0.277760050243
chr4	551257	2.9418223913	0.277831799389
chr4	551273	2.65771013114	0.277878868547
chr4	551279	2.6379420329	0.277894814808
chr4	551293	2.6009499842	0.277931745997
chr4	551294	1.61045862793	0.277934346947
chr4	551301	1.61045862793	0.277945620157
chr4	554739	8.93761870015	0.28348237692
chr4	555604	8.93761870015	0.291213417096
chr4	555744	4.46286805449	0.292464683714
chr4	555750	4.13483909051	0.292491460922
chr4	555789	4.13483909052	0.292652719646
chr4	556646	4.13483909052	0.296196276747
chr4	556650	4.12271299641	0.296212816103
chr4	556651	3.98688587128	0.296216938816
chr4	556729	3.98688587128	0.296527915914
chr4	558030	3.98688587128	0.301714854433
chr4	558032	3.17782422877	0.301722828205
chr4	558179	3.17782422877	0.302189968366
chr4	558819	3.17782422877	0.304223775873
chr4	558859	3.13491873668	0.304350888842
chr4	558860	3.13476220369	0.304354023761
chr4	558865	3.1347622037	0.304369697572
chr4	559284	3.1347622037	0.305683162935
chr4	559460	3.13471626212	0.306234881083
chr4	559484	3.13471626212	0.306310114273
chr4	559627	3.13471626212	0.306758378699
chr4	559780	2.06694688761	0.307237990287
chr4	559795	2.06694688761	0.30726899449
chr4	560772	2.06694688761	0.309288401599
chr4	560920	0.90280299919	0.309594309739
chr4	560925	0.519901259641	0.309598823754
chr4	561298	0.519901259641	0.309792746923
chr4	569183	0.519901259641	0.313892168356
chr4	569402	0.223787547634	0.314006026732
chr4	569499	0.223787547634	0.314027734124
chr4	570435	0.223787547634	0.314237199268
chr4	570437	0.185100524107	0.314237646843
chr4	570534	0.185100524107	0.314255601594
chr4	575708	0.185100524107	0.315213311706
chr4	576498	0.143217102136	0.31535954112
chr4	576502	0.134666022603	0.315360113988
chr4	576856	0.134666022603	0.31540778576
chr4	578636	0.134666022603	0.315647491281
chr4	578741	0.134217900978	0.315661631213
chr4	578799	0.134217900978	0.315669415851
chr4	595698	0.191730706876	0.31793756416
chr4	617074	0.191730706876	0.32203599975
chr4	617241	0.0367127897163	0.322068018778
chr4	617340	0.0367127897163	0.322071653344
chr4	625469	0.0634359906643	0.322370091612
chr4	625516	0.0662683310878	0.322373073103
chr4	625583	0.0663700304282	0.322377513082
chr4	625651	0.077880676785	0.322382026244
chr4	625726	0.0785206360316	0.322387867294
chr4	625727	0.0887048542702	0.322387945815
chr4	625748	0.103695219625	0.322389808617
chr4	625768	0.103727606349	0.322391882521
chr4	629839	0.103727606349	0.322814157607
chr4	629890	0.0680488970117	0.322819447715
chr4	629952	0.0565782975065	0.322823666746
chr4	630009	0.0565782975065	0.322826891709
chr4	640668	0.0895771134909	0.323429959782
chr4	640717	0.323754075196	0.323434349061
chr4	649109	0.324818607758	0.32615129326
chr4	649163	0.452511234158	0.326168833465
chr4	650193	0.539790472394	0.326634920036
chr4	650205	0.540385118873	0.326641397522
chr4	650266	0.541216481573	0.326674361014
chr4	650276	0.543675623497	0.326679773179
chr4	650380	0.54739949399	0.326736315444
chr4	650620	0.598552921986	0.326867691322
chr4	654661	0.598552921986	0.32928644368
chr4	654919	0.390899713779	0.329440870334
chr4	655194	0.390899713779	0.329548367755
chr4	659707	0.390899713779	0.331312498163
chr4	659713	0.219154973082	0.331314843562
chr4	659734	0.219154973082	0.331319445816
chr4	674549	0.694392064383	0.334566226742
chr4	685225	0.746993525553	0.341979556422
chr4	685252	0.766622642857	0.341999725247
chr4	685383	0.766867301475	0.342100152813
chr4	685421	1.04673002137	0.342129293771
chr4	687053	1.30843917393	0.343837557165
chr4	691958	1.64051115422	0.350255451314
chr4	691966	3.1643989534	0.350268575403
chr4	699833	12.8219179445	0.375162901969
chr4	701982	12.8219179445	0.402717203632
chr4	702002	6.72575349887	0.402973641991
chr4	702031	4.71786447462	0.403168688842
chr4	702044	4.71786447462	0.40323002108
chr4	702597	4.71786447463	0.405839000135
chr4	702602	1.95785318063	0.405862589457
chr4	702854	1.95785318063	0.406355968459
chr4	703698	1.95785318063	0.408008396543
chr4	703814	1.74802330819	0.408235507512
chr4	703825	1.5883995254	0.408254735769
chr4	704191	1.58839952541	0.408836089995
chr4	705262	1.58839952541	0.410537265887
chr4	705427	1.48590577644	0.410799351808
chr4	705555	1.48590577644	0.410989547748
chr4	708379	1.48590577644	0.41518574566
chr4	708639	0.812952971198	0.415572081162
chr4	708908	0.54874393168	0.415790765511
chr4	708977	0.548743931681	0.415828628843
chr4	735782	0.548743931681	0.430537709931
chr4	735813	0.420862240852	0.430554720993
chr4	736044	0.420862240852	0.430651940171
chr4	747684	0.438865228995	0.435550776654
chr4	751183	1.05072271183	0.437086366091
chr4	751264	4.93880659628	0.43717147463
chr4	756074	4.93880659628	0.460927134358
chr4	756233	1.09201786108	0.461712404607
chr4	756281	1.09201786108	0.461764821465
chr4	758758	1.09201786108	0.464469749707
chr4	758811	0.833459926368	0.464527626653
chr4	759919	0.833459926369	0.465451100252
chr4	760026	0.83345992637	0.465540280464
chr4	760155	0.668660734925	0.465647796794
chr4	760211	0.602842411705	0.465685241795
chr4	760431	0.602842411706	0.465817867126
chr4	760612	0.602842411706	0.465926981602
chr4	760695	0.602518044582	0.465977017523
chr4	760838	0.602518044582	0.466063177603
chr4	763372	0.602518044583	0.467589958328
chr4	763398	0.384493417772	0.467605623797
chr4	763513	0.384493417773	0.46764984054
chr4	765851	0.384493417773	0.468548786151
chr4	765920	0.353544583428	0.468575316197
chr4	765932	0.343754556718	0.468579558732
chr4	765944	0.343754556718	0.468583683786
chr4	767582	0.343754556719	0.46914675375
chr4	767872	0.219095279999	0.469246442572
chr4	767931	0.21909528	0.469259369193
chr4	773035	0.21909528	0.470377631502
chr4	773049	0.206282399207	0.470380698836
chr4	773056	0.206282399208	0.470382142813
chr4	781629	0.430879579369	0.472150601822
chr4	781630	0.603830241225	0.472151032701
chr4	783146	0.603830241225	0.473066439347
chr4	783256	0.599951281855	0.473132860673
chr4	783271	0.362870414167	0.473141859943
chr4	783719	0.180276236252	0.473304425888
chr4	783767	0.180276236252	0.473313079147
chr4	786760	0.246173351871	0.473852645923
chr4	786918	0.249686586576	0.473891541312
chr4	786928	0.249928179299	0.473894038178
chr4	789636	1.39170645936	0.474570843688
chr4	789678	1.43365971316	0.474629295359
chr4	789839	1.43739113561	0.474860114573
chr4	790238	1.43739113561	0.475433633636
chr4	790307	1.43131362519	0.475532813624
chr4	790327	1.43131362519	0.475561439897
chr4	791439	1.43131362519	0.477153060648
chr4	791507	1.32492371585	0.477250389974
chr4	791654	0.318407069647	0.477445153761
chr4	792029	0.318407069647	0.477564556412
chr4	799974	0.501294772685	0.48009430058
chr4	823786	0.501294772685	0.492031131707
chr4	823863	0.428132719861	0.492069731405
chr4	824281	0.287433424798	0.492248690882
chr4	824604	0.287433424798	0.492341531878
chr4	826843	0.287433424798	0.492985095316
chr4	827206	0.257047306089	0.493089433649
chr4	827451	0.257047306089	0.493152410239
chr4	832255	1.40415462331	0.494387265498
chr4	834313	1.40415462331	0.497277015712
chr4	834359	0.784249556462	0.497341606825
chr4	834377	0.784249556462	0.497355723317
chr4	834709	0.784249556463	0.49761609417
